non_dcia_cn,dcia_5,dcia_10,dcia_15,dcia_20,dcia_25,dcia_30,dcia_35,dcia_40,dcia_45,dcia_50,dcia_55,dcia_60,dcia_65,dcia_70,dcia_75,dcia_80,dcia_85,dcia_90,dcia_95,dcia_100
30,97.8,98.4,98.5,98.2,97.7,97.1,96.2,95.3,94.2,93.0,91.7,90.4,89.0,87.5,86.0,84.5,83.0,81.5,80.0,78.5
35,96.7,97.7,97.9,97.7,97.3,96.6,95.8,94.9,93.9,92.8,91.5,90.2,88.8,87.4,85.9,84.4,82.9,81.4,80.0,78.5
40,95.5,96.8,97.1,97.0,96.6,96.1,95.4,94.5,93.5,92.4,91.2,89.9,88.6,87.2,85.8,84.3,82.9,81.4,80.0,78.5
45,94.1,95.7,96.2,96.2,95.9,95.4,94.8,94.0,93.1,92.0,90.9,89.7,88.4,87.0,85.6,84.2,82.8,81.3,79.9,78.5
50,92.5,94.4,95.1,95.2,95.0,94.6,94.1,93.3,92.5,91.5,90.5,89.3,88.1,86.8,85.4,84.1,82.7,81.3,79.9,78.5
55,90.8,93.0,93.8,94.0,94.0,93.7,93.2,92.6,91.8,91.0,90.0,88.9,87.7,86.5,85.2,83.9,82.5,81.2,79.9,78.5
60,88.9,91.3,92.3,92.7,92.8,92.6,92.2,91.7,91.0,90.3,89.4,88.4,87.3,86.1,84.9,83.7,82.4,81.1,79.8,78.5
65,87.1,89.6,90.7,91.3,91.4,91.3,91.1,90.6,90.1,89.4,88.6,87.7,86.8,85.7,84.6,83.4,82.2,81.0,79.8,78.5
70,85.4,87.8,89.0,89.6,89.9,89.9,89.7,89.4,89.0,88.4,87.7,87.0,86.1,85.1,84.1,83.1,82.0,80.8,79.7,78.5
75,83.8,85.9,87.1,87.8,88.2,88.3,88.2,88.0,87.7,87.2,86.7,86.0,85.3,84.4,83.6,82.6,81.6,80.6,79.6,78.5
80,82.2,84.0,85.2,85.9,86.3,86.4,86.5,86.4,86.2,85.8,85.4,84.9,84.3,83.6,82.9,82.1,81.2,80.4,79.5,78.5
85,81.0,82.3,83.2,83.8,84.2,84.4,84.5,84.5,84.4,84.2,83.9,83.5,83.0,82.5,82.0,81.4,80.7,80.0,79.3,78.5
90,80.0,80.7,81.3,81.8,82.1,82.3,82.4,82.4,82.4,82.2,82.1,81.8,81.6,81.2,80.9,80.5,80.0,79.6,79.1,78.5
95,79.1,79.4,79.6,79.8,79.9,80.0,80.1,80.1,80.1,80.1,80.0,79.9,79.8,79.7,79.6,79.4,79.2,79.0,78.8,78.5
98,79.0,79.0,79.0,79.1,79.1,79.1,79.1,79.1,79.0,79.0,79.0,79.0,78.9,78.9,78.8,78.8,78.7,78.7,78.6,78.5
